resultId,raceId,year,position,driverId,driverRef,constructorId,constructorRecent
1,18,2008,1.0,1,hamilton,1,mclaren
2,18,2008,2.0,2,heidfeld,2,sauber
3,18,2008,3.0,3,rosberg,3,williams
4,18,2008,4.0,4,alonso,4,alpine
5,18,2008,5.0,5,kovalainen,1,mclaren
6,18,2008,6.0,6,nakajima,3,williams
7,18,2008,7.0,7,bourdais,5,rb
8,18,2008,8.0,8,raikkonen,6,ferrari
9,18,2008,9.0,9,kubica,2,sauber
10,18,2008,9.0,10,glock,7,toyota
11,18,2008,9.0,11,sato,8,super_aguri
12,18,2008,9.0,12,piquet_jr,4,alpine
13,18,2008,9.0,13,massa,6,ferrari
14,18,2008,9.0,14,coulthard,9,red_bull
15,18,2008,9.0,15,trulli,7,toyota
16,18,2008,9.0,16,sutil,10,aston_martin
17,18,2008,9.0,17,webber,9,red_bull
18,18,2008,9.0,18,button,11,mercedes
19,18,2008,9.0,19,davidson,8,super_aguri
20,18,2008,9.0,20,vettel,5,rb
21,18,2008,9.0,21,fisichella,10,aston_martin
22,18,2008,9.0,22,barrichello,11,mercedes
23,19,2008,1.0,8,raikkonen,6,ferrari
24,19,2008,2.0,9,kubica,2,sauber
25,19,2008,3.0,5,kovalainen,1,mclaren
26,19,2008,4.0,15,trulli,7,toyota
27,19,2008,5.0,1,hamilton,1,mclaren
28,19,2008,6.0,2,heidfeld,2,sauber
29,19,2008,7.0,17,webber,9,red_bull
30,19,2008,8.0,4,alonso,4,alpine
31,19,2008,9.0,14,coulthard,9,red_bull
32,19,2008,10.0,18,button,11,mercedes
33,19,2008,11.0,12,piquet_jr,4,alpine
34,19,2008,12.0,21,fisichella,10,aston_martin
35,19,2008,13.0,22,barrichello,11,mercedes
36,19,2008,14.0,3,rosberg,3,williams
37,19,2008,15.0,19,davidson,8,super_aguri
38,19,2008,16.0,11,sato,8,super_aguri
39,19,2008,17.0,6,nakajima,3,williams
40,19,2008,18.0,20,vettel,5,rb
41,19,2008,18.0,13,massa,6,ferrari
42,19,2008,18.0,16,sutil,10,aston_martin
43,19,2008,18.0,10,glock,7,toyota
44,19,2008,18.0,7,bourdais,5,rb
45,20,2008,1.0,13,massa,6,ferrari
46,20,2008,2.0,8,raikkonen,6,ferrari
47,20,2008,3.0,9,kubica,2,sauber
48,20,2008,4.0,2,heidfeld,2,sauber
49,20,2008,5.0,5,kovalainen,1,mclaren
50,20,2008,6.0,15,trulli,7,toyota
51,20,2008,7.0,17,webber,9,red_bull
52,20,2008,8.0,3,rosberg,3,williams
53,20,2008,9.0,10,glock,7,toyota
54,20,2008,10.0,4,alonso,4,alpine
55,20,2008,11.0,22,barrichello,11,mercedes
56,20,2008,12.0,21,fisichella,10,aston_martin
57,20,2008,13.0,1,hamilton,1,mclaren
58,20,2008,14.0,6,nakajima,3,williams
59,20,2008,15.0,7,bourdais,5,rb
60,20,2008,16.0,19,davidson,8,super_aguri
61,20,2008,17.0,11,sato,8,super_aguri
62,20,2008,18.0,14,coulthard,9,red_bull
63,20,2008,19.0,16,sutil,10,aston_martin
64,20,2008,20.0,12,piquet_jr,4,alpine
65,20,2008,20.0,18,button,11,mercedes
66,20,2008,20.0,20,vettel,5,rb
67,21,2008,1.0,8,raikkonen,6,ferrari
68,21,2008,2.0,13,massa,6,ferrari
69,21,2008,3.0,1,hamilton,1,mclaren
70,21,2008,4.0,9,kubica,2,sauber
71,21,2008,5.0,17,webber,9,red_bull
72,21,2008,6.0,18,button,11,mercedes
73,21,2008,7.0,6,nakajima,3,williams
74,21,2008,8.0,15,trulli,7,toyota
75,21,2008,9.0,2,heidfeld,2,sauber
76,21,2008,10.0,21,fisichella,10,aston_martin
77,21,2008,11.0,10,glock,7,toyota
78,21,2008,12.0,14,coulthard,9,red_bull
79,21,2008,13.0,11,sato,8,super_aguri
80,21,2008,14.0,3,rosberg,3,williams
81,21,2008,14.0,4,alonso,4,alpine
82,21,2008,14.0,22,barrichello,11,mercedes
83,21,2008,14.0,5,kovalainen,1,mclaren
84,21,2008,14.0,19,davidson,8,super_aguri
85,21,2008,14.0,7,bourdais,5,rb
86,21,2008,14.0,12,piquet_jr,4,alpine
87,21,2008,14.0,16,sutil,10,aston_martin
88,21,2008,14.0,20,vettel,5,rb
89,22,2008,1.0,13,massa,6,ferrari
90,22,2008,2.0,1,hamilton,1,mclaren
91,22,2008,3.0,8,raikkonen,6,ferrari
92,22,2008,4.0,9,kubica,2,sauber
93,22,2008,5.0,2,heidfeld,2,sauber
94,22,2008,6.0,4,alonso,4,alpine
95,22,2008,7.0,17,webber,9,red_bull
96,22,2008,8.0,3,rosberg,3,williams
97,22,2008,9.0,14,coulthard,9,red_bull
98,22,2008,10.0,15,trulli,7,toyota
99,22,2008,11.0,18,button,11,mercedes
100,22,2008,12.0,5,kovalainen,1,mclaren
101,22,2008,13.0,10,glock,7,toyota
102,22,2008,14.0,22,barrichello,11,mercedes
103,22,2008,15.0,12,piquet_jr,4,alpine
104,22,2008,16.0,16,sutil,10,aston_martin
105,22,2008,17.0,20,vettel,5,rb
106,22,2008,18.0,7,bourdais,5,rb
107,22,2008,18.0,6,nakajima,3,williams
108,22,2008,18.0,21,fisichella,10,aston_martin
109,23,2008,1.0,1,hamilton,1,mclaren
110,23,2008,2.0,9,kubica,2,sauber
111,23,2008,3.0,13,massa,6,ferrari
112,23,2008,4.0,17,webber,9,red_bull
113,23,2008,5.0,20,vettel,5,rb
114,23,2008,6.0,22,barrichello,11,mercedes
115,23,2008,7.0,6,nakajima,3,williams
116,23,2008,8.0,5,kovalainen,1,mclaren
117,23,2008,9.0,8,raikkonen,6,ferrari
118,23,2008,10.0,4,alonso,4,alpine
119,23,2008,11.0,18,button,11,mercedes
120,23,2008,12.0,10,glock,7,toyota
121,23,2008,13.0,15,trulli,7,toyota
122,23,2008,14.0,2,heidfeld,2,sauber
123,23,2008,15.0,16,sutil,10,aston_martin
124,23,2008,15.0,3,rosberg,3,williams
125,23,2008,15.0,12,piquet_jr,4,alpine
126,23,2008,15.0,21,fisichella,10,aston_martin
127,23,2008,15.0,14,coulthard,9,red_bull
128,23,2008,15.0,7,bourdais,5,rb
129,24,2008,1.0,9,kubica,2,sauber
130,24,2008,2.0,2,heidfeld,2,sauber
131,24,2008,3.0,14,coulthard,9,red_bull
132,24,2008,4.0,10,glock,7,toyota
133,24,2008,5.0,13,massa,6,ferrari
134,24,2008,6.0,15,trulli,7,toyota
135,24,2008,7.0,22,barrichello,11,mercedes
136,24,2008,8.0,20,vettel,5,rb
137,24,2008,9.0,5,kovalainen,1,mclaren
138,24,2008,10.0,3,rosberg,3,williams
139,24,2008,11.0,18,button,11,mercedes
140,24,2008,12.0,17,webber,9,red_bull
141,24,2008,13.0,7,bourdais,5,rb
142,24,2008,14.0,21,fisichella,10,aston_martin
143,24,2008,14.0,6,nakajima,3,williams
144,24,2008,14.0,4,alonso,4,alpine
145,24,2008,14.0,12,piquet_jr,4,alpine
146,24,2008,14.0,8,raikkonen,6,ferrari
147,24,2008,14.0,1,hamilton,1,mclaren
148,24,2008,14.0,16,sutil,10,aston_martin
149,25,2008,1.0,13,massa,6,ferrari
150,25,2008,2.0,8,raikkonen,6,ferrari
151,25,2008,3.0,15,trulli,7,toyota
152,25,2008,4.0,5,kovalainen,1,mclaren
153,25,2008,5.0,9,kubica,2,sauber
154,25,2008,6.0,17,webber,9,red_bull
155,25,2008,7.0,12,piquet_jr,4,alpine
156,25,2008,8.0,4,alonso,4,alpine
157,25,2008,9.0,14,coulthard,9,red_bull
158,25,2008,10.0,1,hamilton,1,mclaren
159,25,2008,11.0,10,glock,7,toyota
160,25,2008,12.0,20,vettel,5,rb
161,25,2008,13.0,2,heidfeld,2,sauber
162,25,2008,14.0,22,barrichello,11,mercedes
163,25,2008,15.0,6,nakajima,3,williams
164,25,2008,16.0,3,rosberg,3,williams
165,25,2008,17.0,7,bourdais,5,rb
166,25,2008,18.0,21,fisichella,10,aston_martin
167,25,2008,19.0,16,sutil,10,aston_martin
168,25,2008,20.0,18,button,11,mercedes
169,26,2008,1.0,1,hamilton,1,mclaren
170,26,2008,2.0,2,heidfeld,2,sauber
171,26,2008,3.0,22,barrichello,11,mercedes
172,26,2008,4.0,8,raikkonen,6,ferrari
173,26,2008,5.0,5,kovalainen,1,mclaren
174,26,2008,6.0,4,alonso,4,alpine
175,26,2008,7.0,15,trulli,7,toyota
176,26,2008,8.0,6,nakajima,3,williams
177,26,2008,9.0,3,rosberg,3,williams
178,26,2008,10.0,17,webber,9,red_bull
179,26,2008,11.0,7,bourdais,5,rb
180,26,2008,12.0,10,glock,7,toyota
181,26,2008,13.0,13,massa,6,ferrari
182,26,2008,14.0,9,kubica,2,sauber
183,26,2008,14.0,18,button,11,mercedes
184,26,2008,14.0,12,piquet_jr,4,alpine
185,26,2008,14.0,21,fisichella,10,aston_martin
186,26,2008,14.0,16,sutil,10,aston_martin
187,26,2008,14.0,20,vettel,5,rb
188,26,2008,14.0,14,coulthard,9,red_bull
189,27,2008,1.0,1,hamilton,1,mclaren
190,27,2008,2.0,12,piquet_jr,4,alpine
191,27,2008,3.0,13,massa,6,ferrari
192,27,2008,4.0,2,heidfeld,2,sauber
193,27,2008,5.0,5,kovalainen,1,mclaren
194,27,2008,6.0,8,raikkonen,6,ferrari
195,27,2008,7.0,9,kubica,2,sauber
196,27,2008,8.0,20,vettel,5,rb
197,27,2008,9.0,15,trulli,7,toyota
198,27,2008,10.0,3,rosberg,3,williams
199,27,2008,11.0,4,alonso,4,alpine
200,27,2008,12.0,7,bourdais,5,rb
201,27,2008,13.0,14,coulthard,9,red_bull
202,27,2008,14.0,6,nakajima,3,williams
203,27,2008,15.0,16,sutil,10,aston_martin
204,27,2008,16.0,21,fisichella,10,aston_martin
205,27,2008,17.0,18,button,11,mercedes
206,27,2008,18.0,22,barrichello,11,mercedes
207,27,2008,18.0,17,webber,9,red_bull
208,27,2008,18.0,10,glock,7,toyota
209,28,2008,1.0,5,kovalainen,1,mclaren
210,28,2008,2.0,10,glock,7,toyota
211,28,2008,3.0,8,raikkonen,6,ferrari
212,28,2008,4.0,4,alonso,4,alpine
213,28,2008,5.0,1,hamilton,1,mclaren
214,28,2008,6.0,12,piquet_jr,4,alpine
215,28,2008,7.0,15,trulli,7,toyota
216,28,2008,8.0,9,kubica,2,sauber
217,28,2008,9.0,17,webber,9,red_bull
218,28,2008,10.0,2,heidfeld,2,sauber
219,28,2008,11.0,14,coulthard,9,red_bull
220,28,2008,12.0,18,button,11,mercedes
221,28,2008,13.0,6,nakajima,3,williams
222,28,2008,14.0,3,rosberg,3,williams
223,28,2008,15.0,21,fisichella,10,aston_martin
224,28,2008,16.0,22,barrichello,11,mercedes
225,28,2008,17.0,13,massa,6,ferrari
226,28,2008,18.0,7,bourdais,5,rb
227,28,2008,19.0,16,sutil,10,aston_martin
228,28,2008,19.0,20,vettel,5,rb
229,29,2008,1.0,13,massa,6,ferrari
230,29,2008,2.0,1,hamilton,1,mclaren
231,29,2008,3.0,9,kubica,2,sauber
232,29,2008,4.0,5,kovalainen,1,mclaren
233,29,2008,5.0,15,trulli,7,toyota
234,29,2008,6.0,20,vettel,5,rb
235,29,2008,7.0,10,glock,7,toyota
236,29,2008,8.0,3,rosberg,3,williams
237,29,2008,9.0,2,heidfeld,2,sauber
238,29,2008,10.0,7,bourdais,5,rb
239,29,2008,11.0,12,piquet_jr,4,alpine
240,29,2008,12.0,17,webber,9,red_bull
241,29,2008,13.0,18,button,11,mercedes
242,29,2008,14.0,21,fisichella,10,aston_martin
243,29,2008,15.0,6,nakajima,3,williams
244,29,2008,16.0,22,barrichello,11,mercedes
245,29,2008,17.0,14,coulthard,9,red_bull
246,29,2008,18.0,8,raikkonen,6,ferrari
247,29,2008,18.0,16,sutil,10,aston_martin
248,29,2008,18.0,4,alonso,4,alpine
249,30,2008,1.0,13,massa,6,ferrari
250,30,2008,2.0,2,heidfeld,2,sauber
251,30,2008,3.0,1,hamilton,1,mclaren
252,30,2008,4.0,4,alonso,4,alpine
253,30,2008,5.0,20,vettel,5,rb
254,30,2008,6.0,9,kubica,2,sauber
255,30,2008,7.0,7,bourdais,5,rb
256,30,2008,8.0,17,webber,9,red_bull
257,30,2008,9.0,10,glock,7,toyota
258,30,2008,10.0,5,kovalainen,1,mclaren
259,30,2008,11.0,14,coulthard,9,red_bull
260,30,2008,12.0,3,rosberg,3,williams
261,30,2008,13.0,16,sutil,10,aston_martin
262,30,2008,14.0,6,nakajima,3,williams
263,30,2008,15.0,18,button,11,mercedes
264,30,2008,16.0,15,trulli,7,toyota
265,30,2008,17.0,21,fisichella,10,aston_martin
266,30,2008,18.0,8,raikkonen,6,ferrari
267,30,2008,19.0,22,barrichello,11,mercedes
268,30,2008,19.0,12,piquet_jr,4,alpine
269,31,2008,1.0,20,vettel,5,rb
270,31,2008,2.0,5,kovalainen,1,mclaren
271,31,2008,3.0,9,kubica,2,sauber
272,31,2008,4.0,4,alonso,4,alpine
273,31,2008,5.0,2,heidfeld,2,sauber
274,31,2008,6.0,13,massa,6,ferrari
275,31,2008,7.0,1,hamilton,1,mclaren
276,31,2008,8.0,17,webber,9,red_bull
277,31,2008,9.0,8,raikkonen,6,ferrari
278,31,2008,10.0,12,piquet_jr,4,alpine
279,31,2008,11.0,10,glock,7,toyota
280,31,2008,12.0,6,nakajima,3,williams
281,31,2008,13.0,15,trulli,7,toyota
282,31,2008,14.0,3,rosberg,3,williams
283,31,2008,15.0,18,button,11,mercedes
284,31,2008,16.0,14,coulthard,9,red_bull
285,31,2008,17.0,22,barrichello,11,mercedes
286,31,2008,18.0,7,bourdais,5,rb
287,31,2008,19.0,16,sutil,10,aston_martin
288,31,2008,20.0,21,fisichella,10,aston_martin
289,32,2008,1.0,4,alonso,4,alpine
290,32,2008,2.0,3,rosberg,3,williams
291,32,2008,3.0,1,hamilton,1,mclaren
292,32,2008,4.0,10,glock,7,toyota
293,32,2008,5.0,20,vettel,5,rb
294,32,2008,6.0,2,heidfeld,2,sauber
295,32,2008,7.0,14,coulthard,9,red_bull
296,32,2008,8.0,6,nakajima,3,williams
297,32,2008,9.0,18,button,11,mercedes
298,32,2008,10.0,5,kovalainen,1,mclaren
299,32,2008,11.0,9,kubica,2,sauber
300,32,2008,12.0,7,bourdais,5,rb
301,32,2008,13.0,13,massa,6,ferrari
302,32,2008,14.0,21,fisichella,10,aston_martin
303,32,2008,15.0,8,raikkonen,6,ferrari
304,32,2008,16.0,15,trulli,7,toyota
305,32,2008,16.0,16,sutil,10,aston_martin
306,32,2008,16.0,17,webber,9,red_bull
307,32,2008,16.0,22,barrichello,11,mercedes
308,32,2008,16.0,12,piquet_jr,4,alpine
309,33,2008,1.0,4,alonso,4,alpine
310,33,2008,2.0,9,kubica,2,sauber
311,33,2008,3.0,8,raikkonen,6,ferrari
312,33,2008,4.0,12,piquet_jr,4,alpine
313,33,2008,5.0,15,trulli,7,toyota
314,33,2008,6.0,20,vettel,5,rb
315,33,2008,7.0,13,massa,6,ferrari
316,33,2008,8.0,17,webber,9,red_bull
317,33,2008,9.0,2,heidfeld,2,sauber
318,33,2008,10.0,7,bourdais,5,rb
319,33,2008,11.0,3,rosberg,3,williams
320,33,2008,12.0,1,hamilton,1,mclaren
321,33,2008,13.0,22,barrichello,11,mercedes
322,33,2008,14.0,18,button,11,mercedes
323,33,2008,15.0,6,nakajima,3,williams
324,33,2008,16.0,21,fisichella,10,aston_martin
325,33,2008,16.0,5,kovalainen,1,mclaren
326,33,2008,16.0,16,sutil,10,aston_martin
327,33,2008,16.0,10,glock,7,toyota
328,33,2008,16.0,14,coulthard,9,red_bull
329,34,2008,1.0,1,hamilton,1,mclaren
330,34,2008,2.0,13,massa,6,ferrari
331,34,2008,3.0,8,raikkonen,6,ferrari
332,34,2008,4.0,4,alonso,4,alpine
333,34,2008,5.0,2,heidfeld,2,sauber
334,34,2008,6.0,9,kubica,2,sauber
335,34,2008,7.0,10,glock,7,toyota
336,34,2008,8.0,12,piquet_jr,4,alpine
337,34,2008,9.0,20,vettel,5,rb
338,34,2008,10.0,14,coulthard,9,red_bull
339,34,2008,11.0,22,barrichello,11,mercedes
340,34,2008,12.0,6,nakajima,3,williams
341,34,2008,13.0,7,bourdais,5,rb
342,34,2008,14.0,17,webber,9,red_bull
343,34,2008,15.0,3,rosberg,3,williams
344,34,2008,16.0,18,button,11,mercedes
345,34,2008,17.0,21,fisichella,10,aston_martin
346,34,2008,18.0,5,kovalainen,1,mclaren
347,34,2008,18.0,16,sutil,10,aston_martin
348,34,2008,18.0,15,trulli,7,toyota
349,35,2008,1.0,13,massa,6,ferrari
350,35,2008,2.0,4,alonso,4,alpine
351,35,2008,3.0,8,raikkonen,6,ferrari
352,35,2008,4.0,20,vettel,5,rb
353,35,2008,5.0,1,hamilton,1,mclaren
354,35,2008,6.0,10,glock,7,toyota
355,35,2008,7.0,5,kovalainen,1,mclaren
356,35,2008,8.0,15,trulli,7,toyota
357,35,2008,9.0,17,webber,9,red_bull
358,35,2008,10.0,2,heidfeld,2,sauber
359,35,2008,11.0,9,kubica,2,sauber
360,35,2008,12.0,3,rosberg,3,williams
361,35,2008,13.0,18,button,11,mercedes
362,35,2008,14.0,7,bourdais,5,rb
363,35,2008,15.0,22,barrichello,11,mercedes
364,35,2008,16.0,16,sutil,10,aston_martin
365,35,2008,17.0,6,nakajima,3,williams
366,35,2008,18.0,21,fisichella,10,aston_martin
367,35,2008,19.0,12,piquet_jr,4,alpine
368,35,2008,19.0,14,coulthard,9,red_bull
369,36,2007,1.0,8,raikkonen,6,ferrari
370,36,2007,2.0,4,alonso,1,mclaren
371,36,2007,3.0,1,hamilton,1,mclaren
372,36,2007,4.0,2,heidfeld,2,sauber
373,36,2007,5.0,21,fisichella,4,alpine
374,36,2007,6.0,13,massa,6,ferrari
375,36,2007,7.0,3,rosberg,3,williams
376,36,2007,8.0,23,ralf_schumacher,7,toyota
377,36,2007,9.0,15,trulli,7,toyota
378,36,2007,10.0,5,kovalainen,4,alpine
379,36,2007,11.0,22,barrichello,11,mercedes
380,36,2007,12.0,11,sato,8,super_aguri
381,36,2007,13.0,17,webber,9,red_bull
382,36,2007,14.0,24,liuzzi,5,rb
383,36,2007,15.0,18,button,11,mercedes
384,36,2007,16.0,19,davidson,8,super_aguri
385,36,2007,17.0,16,sutil,12,aston_martin
386,36,2007,18.0,25,wurz,3,williams
387,36,2007,18.0,14,coulthard,9,red_bull
388,36,2007,18.0,9,kubica,2,sauber
389,36,2007,18.0,26,speed,5,rb
390,36,2007,18.0,27,albers,12,aston_martin
391,37,2007,1.0,4,alonso,1,mclaren
392,37,2007,2.0,1,hamilton,1,mclaren
393,37,2007,3.0,8,raikkonen,6,ferrari
394,37,2007,4.0,2,heidfeld,2,sauber
395,37,2007,5.0,13,massa,6,ferrari
396,37,2007,6.0,21,fisichella,4,alpine
397,37,2007,7.0,15,trulli,7,toyota
398,37,2007,8.0,5,kovalainen,4,alpine
399,37,2007,9.0,25,wurz,3,williams
400,37,2007,10.0,17,webber,9,red_bull
401,37,2007,11.0,22,barrichello,11,mercedes
402,37,2007,12.0,18,button,11,mercedes
403,37,2007,13.0,11,sato,8,super_aguri
404,37,2007,14.0,26,speed,5,rb
405,37,2007,15.0,23,ralf_schumacher,7,toyota
406,37,2007,16.0,19,davidson,8,super_aguri
407,37,2007,17.0,24,liuzzi,5,rb
408,37,2007,18.0,9,kubica,2,sauber
409,37,2007,19.0,3,rosberg,3,williams
410,37,2007,19.0,14,coulthard,9,red_bull
411,37,2007,19.0,27,albers,12,aston_martin
412,37,2007,19.0,16,sutil,12,aston_martin
413,38,2007,1.0,13,massa,6,ferrari
414,38,2007,2.0,1,hamilton,1,mclaren
415,38,2007,3.0,8,raikkonen,6,ferrari
416,38,2007,4.0,2,heidfeld,2,sauber
417,38,2007,5.0,4,alonso,1,mclaren
418,38,2007,6.0,9,kubica,2,sauber
419,38,2007,7.0,15,trulli,7,toyota
420,38,2007,8.0,21,fisichella,4,alpine
421,38,2007,9.0,5,kovalainen,4,alpine
422,38,2007,10.0,3,rosberg,3,williams
423,38,2007,11.0,25,wurz,3,williams
424,38,2007,12.0,23,ralf_schumacher,7,toyota
425,38,2007,13.0,22,barrichello,11,mercedes
426,38,2007,14.0,27,albers,12,aston_martin
427,38,2007,15.0,16,sutil,12,aston_martin
428,38,2007,16.0,19,davidson,8,super_aguri
429,38,2007,17.0,17,webber,9,red_bull
430,38,2007,17.0,14,coulthard,9,red_bull
431,38,2007,17.0,11,sato,8,super_aguri
432,38,2007,17.0,24,liuzzi,5,rb
433,38,2007,17.0,18,button,11,mercedes
434,38,2007,17.0,26,speed,5,rb
435,39,2007,1.0,13,massa,6,ferrari
436,39,2007,2.0,1,hamilton,1,mclaren
437,39,2007,3.0,4,alonso,1,mclaren
438,39,2007,4.0,9,kubica,2,sauber
439,39,2007,5.0,14,coulthard,9,red_bull
440,39,2007,6.0,3,rosberg,3,williams
441,39,2007,7.0,5,kovalainen,4,alpine
442,39,2007,8.0,11,sato,8,super_aguri
443,39,2007,9.0,21,fisichella,4,alpine
444,39,2007,10.0,22,barrichello,11,mercedes
445,39,2007,11.0,19,davidson,8,super_aguri
446,39,2007,12.0,18,button,11,mercedes
447,39,2007,13.0,16,sutil,12,aston_martin
448,39,2007,14.0,27,albers,12,aston_martin
449,39,2007,15.0,2,heidfeld,2,sauber
450,39,2007,15.0,23,ralf_schumacher,7,toyota
451,39,2007,15.0,24,liuzzi,5,rb
452,39,2007,15.0,26,speed,5,rb
453,39,2007,15.0,8,raikkonen,6,ferrari
454,39,2007,15.0,15,trulli,7,toyota
455,39,2007,15.0,17,webber,9,red_bull
456,39,2007,15.0,25,wurz,3,williams
457,40,2007,1.0,4,alonso,1,mclaren
458,40,2007,2.0,1,hamilton,1,mclaren
459,40,2007,3.0,13,massa,6,ferrari
460,40,2007,4.0,21,fisichella,4,alpine
461,40,2007,5.0,9,kubica,2,sauber
462,40,2007,6.0,2,heidfeld,2,sauber
463,40,2007,7.0,25,wurz,3,williams
464,40,2007,8.0,8,raikkonen,6,ferrari
465,40,2007,9.0,26,speed,5,rb
466,40,2007,10.0,22,barrichello,11,mercedes
467,40,2007,11.0,18,button,11,mercedes
468,40,2007,12.0,3,rosberg,3,williams
469,40,2007,13.0,5,kovalainen,4,alpine
470,40,2007,14.0,14,coulthard,9,red_bull
471,40,2007,15.0,15,trulli,7,toyota
472,40,2007,16.0,23,ralf_schumacher,7,toyota
473,40,2007,17.0,11,sato,8,super_aguri
474,40,2007,18.0,19,davidson,8,super_aguri
475,40,2007,19.0,27,albers,12,aston_martin
476,40,2007,20.0,16,sutil,12,aston_martin
477,40,2007,20.0,17,webber,9,red_bull
478,40,2007,20.0,24,liuzzi,5,rb
479,41,2007,1.0,1,hamilton,1,mclaren
480,41,2007,2.0,2,heidfeld,2,sauber
481,41,2007,3.0,25,wurz,3,williams
482,41,2007,4.0,5,kovalainen,4,alpine
483,41,2007,5.0,8,raikkonen,6,ferrari
484,41,2007,6.0,11,sato,8,super_aguri
485,41,2007,7.0,4,alonso,1,mclaren
486,41,2007,8.0,23,ralf_schumacher,7,toyota
487,41,2007,9.0,17,webber,9,red_bull
488,41,2007,10.0,3,rosberg,3,williams
489,41,2007,11.0,19,davidson,8,super_aguri
490,41,2007,12.0,22,barrichello,11,mercedes
491,41,2007,13.0,15,trulli,7,toyota
492,41,2007,13.0,24,liuzzi,5,rb
493,41,2007,13.0,27,albers,12,aston_martin
494,41,2007,13.0,14,coulthard,9,red_bull
495,41,2007,13.0,9,kubica,2,sauber
496,41,2007,13.0,16,sutil,12,aston_martin
497,41,2007,13.0,26,speed,5,rb
498,41,2007,13.0,18,button,11,mercedes
499,41,2007,13.0,13,massa,6,ferrari
500,41,2007,13.0,21,fisichella,4,alpine
501,42,2007,1.0,1,hamilton,1,mclaren
502,42,2007,2.0,4,alonso,1,mclaren
503,42,2007,3.0,13,massa,6,ferrari
504,42,2007,4.0,8,raikkonen,6,ferrari
505,42,2007,5.0,5,kovalainen,4,alpine
506,42,2007,6.0,15,trulli,7,toyota
507,42,2007,7.0,17,webber,9,red_bull
508,42,2007,8.0,20,vettel,2,sauber
509,42,2007,9.0,21,fisichella,4,alpine
510,42,2007,10.0,25,wurz,3,williams
511,42,2007,11.0,19,davidson,8,super_aguri
512,42,2007,12.0,18,button,11,mercedes
513,42,2007,13.0,26,speed,5,rb
514,42,2007,14.0,16,sutil,12,aston_martin
515,42,2007,15.0,27,albers,12,aston_martin
516,42,2007,16.0,3,rosberg,3,williams
517,42,2007,17.0,24,liuzzi,5,rb
518,42,2007,18.0,2,heidfeld,2,sauber
519,42,2007,18.0,11,sato,8,super_aguri
520,42,2007,18.0,14,coulthard,9,red_bull
521,42,2007,18.0,22,barrichello,11,mercedes
522,42,2007,18.0,23,ralf_schumacher,7,toyota
523,43,2007,1.0,8,raikkonen,6,ferrari
524,43,2007,2.0,13,massa,6,ferrari
525,43,2007,3.0,1,hamilton,1,mclaren
526,43,2007,4.0,9,kubica,2,sauber
527,43,2007,5.0,2,heidfeld,2,sauber
528,43,2007,6.0,21,fisichella,4,alpine
529,43,2007,7.0,4,alonso,1,mclaren
530,43,2007,8.0,18,button,11,mercedes
531,43,2007,9.0,3,rosberg,3,williams
532,43,2007,10.0,23,ralf_schumacher,7,toyota
533,43,2007,11.0,22,barrichello,11,mercedes
534,43,2007,12.0,17,webber,9,red_bull
535,43,2007,13.0,14,coulthard,9,red_bull
536,43,2007,14.0,25,wurz,3,williams
537,43,2007,15.0,5,kovalainen,4,alpine
538,43,2007,16.0,11,sato,8,super_aguri
539,43,2007,17.0,16,sutil,12,aston_martin
540,43,2007,18.0,26,speed,5,rb
541,43,2007,18.0,27,albers,12,aston_martin
542,43,2007,18.0,19,davidson,8,super_aguri
543,43,2007,18.0,15,trulli,7,toyota
544,43,2007,18.0,24,liuzzi,5,rb
545,44,2007,1.0,8,raikkonen,6,ferrari
546,44,2007,2.0,4,alonso,1,mclaren
547,44,2007,3.0,1,hamilton,1,mclaren
548,44,2007,4.0,9,kubica,2,sauber
549,44,2007,5.0,13,massa,6,ferrari
550,44,2007,6.0,2,heidfeld,2,sauber
551,44,2007,7.0,5,kovalainen,4,alpine
552,44,2007,8.0,21,fisichella,4,alpine
553,44,2007,9.0,22,barrichello,11,mercedes
554,44,2007,10.0,18,button,11,mercedes
555,44,2007,11.0,14,coulthard,9,red_bull
556,44,2007,12.0,3,rosberg,3,williams
557,44,2007,13.0,25,wurz,3,williams
558,44,2007,14.0,11,sato,8,super_aguri
559,44,2007,15.0,27,albers,12,aston_martin
560,44,2007,16.0,24,liuzzi,5,rb
561,44,2007,17.0,15,trulli,7,toyota
562,44,2007,17.0,19,davidson,8,super_aguri
563,44,2007,17.0,26,speed,5,rb
564,44,2007,17.0,23,ralf_schumacher,7,toyota
565,44,2007,17.0,16,sutil,12,aston_martin
566,44,2007,17.0,17,webber,9,red_bull
567,45,2007,1.0,4,alonso,1,mclaren
568,45,2007,2.0,13,massa,6,ferrari
569,45,2007,3.0,17,webber,9,red_bull
570,45,2007,4.0,25,wurz,3,williams
571,45,2007,5.0,14,coulthard,9,red_bull
572,45,2007,6.0,2,heidfeld,2,sauber
573,45,2007,7.0,9,kubica,2,sauber
574,45,2007,8.0,5,kovalainen,4,alpine
575,45,2007,9.0,1,hamilton,1,mclaren
576,45,2007,10.0,21,fisichella,4,alpine
577,45,2007,11.0,22,barrichello,11,mercedes
578,45,2007,12.0,19,davidson,8,super_aguri
579,45,2007,13.0,15,trulli,7,toyota
580,45,2007,14.0,8,raikkonen,6,ferrari
581,45,2007,14.0,11,sato,8,super_aguri
