resultId,raceId,date,year,position,driverId,driverRef,constructorId,constructorRecent,era,street_circuit
15823,640,1971-09-05,1971,11.0,280,pescarolo,200,march,The Cosworth Revolution,False
15824,640,1971-09-05,1971,11.0,333,adamich,199,march,The Cosworth Revolution,False
15825,640,1971-09-05,1971,11.0,223,regazzoni,6,ferrari,The Cosworth Revolution,False
15826,640,1971-09-05,1971,11.0,235,ickx,6,ferrari,The Cosworth Revolution,False
15827,640,1971-09-05,1971,11.0,328,stewart,25,mercedes,The Cosworth Revolution,False
15828,640,1971-09-05,1971,11.0,330,galli,200,march,The Cosworth Revolution,False
15829,640,1971-09-05,1971,11.0,314,schenken,34,brabham,The Cosworth Revolution,False
15830,640,1971-09-05,1971,11.0,351,moser,85,bellasi,The Cosworth Revolution,False
15831,640,1971-09-05,1971,11.0,337,marko,66,brm,The Cosworth Revolution,False
15832,640,1971-09-05,1971,11.0,341,surtees,63,surtees,The Cosworth Revolution,False
15833,640,1971-09-05,1971,11.0,243,stommelen,63,surtees,The Cosworth Revolution,False
15834,641,1971-09-19,1971,1.0,328,stewart,25,mercedes,The Cosworth Revolution,True
15835,641,1971-09-19,1971,2.0,238,peterson,200,march,The Cosworth Revolution,True
15836,641,1971-09-19,1971,3.0,288,donohue,1,mclaren,The Cosworth Revolution,True
15837,641,1971-09-19,1971,4.0,304,hulme,1,mclaren,The Cosworth Revolution,True
15838,641,1971-09-19,1971,5.0,317,wisell,180,lotus,The Cosworth Revolution,True
15839,641,1971-09-19,1971,6.0,327,cevert,25,mercedes,The Cosworth Revolution,True
15840,641,1971-09-19,1971,7.0,224,emerson_fittipaldi,180,lotus,The Cosworth Revolution,True
15841,641,1971-09-19,1971,8.0,235,ickx,6,ferrari,The Cosworth Revolution,True
15842,641,1971-09-19,1971,9.0,346,siffert,66,brm,The Cosworth Revolution,True
15843,641,1971-09-19,1971,10.0,278,amon,82,matra,The Cosworth Revolution,True
15844,641,1971-09-19,1971,11.0,341,surtees,63,surtees,The Cosworth Revolution,True
15845,641,1971-09-19,1971,12.0,337,marko,66,brm,The Cosworth Revolution,True
15846,641,1971-09-19,1971,13.0,207,mario_andretti,6,ferrari,The Cosworth Revolution,True
15847,641,1971-09-19,1971,14.0,320,gethin,66,brm,The Cosworth Revolution,True
15848,641,1971-09-19,1971,15.0,352,eaton,66,brm,The Cosworth Revolution,True
15849,641,1971-09-19,1971,16.0,330,galli,200,march,The Cosworth Revolution,True
15850,641,1971-09-19,1971,17.0,329,beuttler,200,march,The Cosworth Revolution,True
15851,641,1971-09-19,1971,17.0,353,lovely,180,lotus,The Cosworth Revolution,True
15852,641,1971-09-19,1971,17.0,243,stommelen,63,surtees,The Cosworth Revolution,True
15853,641,1971-09-19,1971,17.0,306,beltoise,82,matra,The Cosworth Revolution,True
15854,641,1971-09-19,1971,17.0,342,barber,200,march,The Cosworth Revolution,True
15855,641,1971-09-19,1971,17.0,223,regazzoni,6,ferrari,The Cosworth Revolution,True
15856,641,1971-09-19,1971,17.0,289,hill,34,brabham,The Cosworth Revolution,True
15857,641,1971-09-19,1971,17.0,314,schenken,34,brabham,The Cosworth Revolution,True
15858,641,1971-09-19,1971,17.0,307,ganley,66,brm,The Cosworth Revolution,True
15859,641,1971-09-19,1971,17.0,354,craft,34,brabham,The Cosworth Revolution,True
15860,642,1971-10-03,1971,1.0,327,cevert,25,mercedes,The Cosworth Revolution,False
15861,642,1971-10-03,1971,2.0,346,siffert,66,brm,The Cosworth Revolution,False
15862,642,1971-10-03,1971,3.0,238,peterson,200,march,The Cosworth Revolution,False
15863,642,1971-10-03,1971,4.0,307,ganley,66,brm,The Cosworth Revolution,False
15864,642,1971-10-03,1971,5.0,328,stewart,25,mercedes,The Cosworth Revolution,False
15865,642,1971-10-03,1971,6.0,223,regazzoni,6,ferrari,The Cosworth Revolution,False
15866,642,1971-10-03,1971,7.0,289,hill,34,brabham,The Cosworth Revolution,False
15867,642,1971-10-03,1971,8.0,306,beltoise,82,matra,The Cosworth Revolution,False
15868,642,1971-10-03,1971,9.0,320,gethin,66,brm,The Cosworth Revolution,False
15869,642,1971-10-03,1971,10.0,322,hobbs,1,mclaren,The Cosworth Revolution,False
15870,642,1971-10-03,1971,11.0,333,adamich,199,march,The Cosworth Revolution,False
15871,642,1971-10-03,1971,12.0,278,amon,82,matra,The Cosworth Revolution,False
15872,642,1971-10-03,1971,13.0,337,marko,66,brm,The Cosworth Revolution,False
15873,642,1971-10-03,1971,14.0,355,Cannoc,66,brm,The Cosworth Revolution,False
15874,642,1971-10-03,1971,15.0,305,hailwood,63,surtees,The Cosworth Revolution,False
15875,642,1971-10-03,1971,16.0,347,bonnier,1,mclaren,The Cosworth Revolution,False
15876,642,1971-10-03,1971,17.0,341,surtees,63,surtees,The Cosworth Revolution,False
15877,642,1971-10-03,1971,18.0,342,barber,200,march,The Cosworth Revolution,False
15878,642,1971-10-03,1971,18.0,235,ickx,6,ferrari,The Cosworth Revolution,False
15879,642,1971-10-03,1971,18.0,224,emerson_fittipaldi,180,lotus,The Cosworth Revolution,False
15880,642,1971-10-03,1971,18.0,353,lovely,180,lotus,The Cosworth Revolution,False
15881,642,1971-10-03,1971,18.0,304,hulme,1,mclaren,The Cosworth Revolution,False
15882,642,1971-10-03,1971,18.0,314,schenken,34,brabham,The Cosworth Revolution,False
15883,642,1971-10-03,1971,18.0,354,craft,34,brabham,The Cosworth Revolution,False
15884,642,1971-10-03,1971,18.0,344,posey,63,surtees,The Cosworth Revolution,False
15885,642,1971-10-03,1971,18.0,280,pescarolo,200,march,The Cosworth Revolution,False
15886,642,1971-10-03,1971,18.0,330,galli,200,march,The Cosworth Revolution,False
15887,642,1971-10-03,1971,18.0,317,wisell,180,lotus,The Cosworth Revolution,False
15888,642,1971-10-03,1971,18.0,309,revson,25,mercedes,The Cosworth Revolution,False
15889,643,1970-03-07,1970,1.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
15890,643,1970-03-07,1970,2.0,304,hulme,187,mclaren,The Cosworth Revolution,False
15891,643,1970-03-07,1970,3.0,328,stewart,37,march,The Cosworth Revolution,False
15892,643,1970-03-07,1970,4.0,306,beltoise,82,matra,The Cosworth Revolution,False
15893,643,1970-03-07,1970,5.0,357,miles,32,team_lotus,The Cosworth Revolution,False
15894,643,1970-03-07,1970,6.0,289,hill,32,team_lotus,The Cosworth Revolution,False
15895,643,1970-03-07,1970,7.0,280,pescarolo,82,matra,The Cosworth Revolution,False
15896,643,1970-03-07,1970,8.0,340,love,32,team_lotus,The Cosworth Revolution,False
15897,643,1970-03-07,1970,9.0,345,rodriguez,66,brm,The Cosworth Revolution,False
15898,643,1970-03-07,1970,10.0,346,siffert,37,march,The Cosworth Revolution,False
15899,643,1970-03-07,1970,11.0,362,klerk,34,brabham,The Cosworth Revolution,False
15900,643,1970-03-07,1970,12.0,293,charlton,32,team_lotus,The Cosworth Revolution,False
15901,643,1970-03-07,1970,13.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
15902,643,1970-03-07,1970,14.0,235,ickx,6,ferrari,The Cosworth Revolution,False
15903,643,1970-03-07,1970,14.0,341,surtees,187,mclaren,The Cosworth Revolution,False
15904,643,1970-03-07,1970,14.0,352,eaton,66,brm,The Cosworth Revolution,False
15905,643,1970-03-07,1970,14.0,359,gavin,37,march,The Cosworth Revolution,False
15906,643,1970-03-07,1970,14.0,360,mclaren,187,mclaren,The Cosworth Revolution,False
15907,643,1970-03-07,1970,14.0,361,courage,86,tomaso,The Cosworth Revolution,False
15908,643,1970-03-07,1970,14.0,207,mario_andretti,37,march,The Cosworth Revolution,False
15909,643,1970-03-07,1970,14.0,243,stommelen,34,brabham,The Cosworth Revolution,False
15910,643,1970-03-07,1970,14.0,262,oliver,66,brm,The Cosworth Revolution,False
15911,643,1970-03-07,1970,14.0,278,amon,37,march,The Cosworth Revolution,False
15912,644,1970-04-19,1970,1.0,328,stewart,37,march,The Cosworth Revolution,False
15913,644,1970-04-19,1970,2.0,360,mclaren,187,mclaren,The Cosworth Revolution,False
15914,644,1970-04-19,1970,3.0,207,mario_andretti,37,march,The Cosworth Revolution,False
15915,644,1970-04-19,1970,4.0,289,hill,32,team_lotus,The Cosworth Revolution,False
15916,644,1970-04-19,1970,5.0,359,gavin,37,march,The Cosworth Revolution,False
15917,644,1970-04-19,1970,6.0,341,surtees,187,mclaren,The Cosworth Revolution,False
15918,644,1970-04-19,1970,6.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
15919,644,1970-04-19,1970,6.0,243,stommelen,34,brabham,The Cosworth Revolution,False
15920,644,1970-04-19,1970,6.0,280,pescarolo,82,matra,The Cosworth Revolution,False
15921,644,1970-04-19,1970,6.0,306,beltoise,82,matra,The Cosworth Revolution,False
15922,644,1970-04-19,1970,6.0,304,hulme,187,mclaren,The Cosworth Revolution,False
15923,644,1970-04-19,1970,6.0,278,amon,37,march,The Cosworth Revolution,False
15924,644,1970-04-19,1970,6.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
15925,644,1970-04-19,1970,6.0,345,rodriguez,66,brm,The Cosworth Revolution,False
15926,644,1970-04-19,1970,6.0,235,ickx,6,ferrari,The Cosworth Revolution,False
15927,644,1970-04-19,1970,6.0,262,oliver,66,brm,The Cosworth Revolution,False
15928,644,1970-04-19,1970,6.0,361,courage,86,tomaso,The Cosworth Revolution,False
15929,644,1970-04-19,1970,6.0,333,adamich,198,mclaren,The Cosworth Revolution,False
15930,644,1970-04-19,1970,6.0,357,miles,32,team_lotus,The Cosworth Revolution,False
15931,644,1970-04-19,1970,6.0,346,siffert,37,march,The Cosworth Revolution,False
15932,644,1970-04-19,1970,6.0,352,eaton,66,brm,The Cosworth Revolution,False
15933,644,1970-04-19,1970,6.0,339,roig,32,team_lotus,The Cosworth Revolution,False
15934,645,1970-05-10,1970,1.0,358,rindt,32,team_lotus,The Cosworth Revolution,True
15935,645,1970-05-10,1970,2.0,356,jack_brabham,34,brabham,The Cosworth Revolution,True
15936,645,1970-05-10,1970,3.0,280,pescarolo,82,matra,The Cosworth Revolution,True
15937,645,1970-05-10,1970,4.0,304,hulme,187,mclaren,The Cosworth Revolution,True
15938,645,1970-05-10,1970,5.0,289,hill,32,team_lotus,The Cosworth Revolution,True
15939,645,1970-05-10,1970,6.0,345,rodriguez,66,brm,The Cosworth Revolution,True
15940,645,1970-05-10,1970,7.0,238,peterson,37,march,The Cosworth Revolution,True
15941,645,1970-05-10,1970,8.0,346,siffert,37,march,The Cosworth Revolution,True
15942,645,1970-05-10,1970,9.0,278,amon,37,march,The Cosworth Revolution,True
15943,645,1970-05-10,1970,9.0,361,courage,86,tomaso,The Cosworth Revolution,True
15944,645,1970-05-10,1970,9.0,328,stewart,37,march,The Cosworth Revolution,True
15945,645,1970-05-10,1970,9.0,262,oliver,66,brm,The Cosworth Revolution,True
15946,645,1970-05-10,1970,9.0,306,beltoise,82,matra,The Cosworth Revolution,True
15947,645,1970-05-10,1970,9.0,360,mclaren,187,mclaren,The Cosworth Revolution,True
15948,645,1970-05-10,1970,9.0,341,surtees,187,mclaren,The Cosworth Revolution,True
15949,645,1970-05-10,1970,9.0,235,ickx,6,ferrari,The Cosworth Revolution,True
15950,645,1970-05-10,1970,9.0,333,adamich,198,mclaren,The Cosworth Revolution,True
15951,645,1970-05-10,1970,9.0,243,stommelen,34,brabham,The Cosworth Revolution,True
15952,645,1970-05-10,1970,9.0,352,eaton,66,brm,The Cosworth Revolution,True
15953,645,1970-05-10,1970,9.0,357,miles,32,team_lotus,The Cosworth Revolution,True
15954,645,1970-05-10,1970,9.0,359,gavin,37,march,The Cosworth Revolution,True
15955,646,1970-06-07,1970,1.0,345,rodriguez,66,brm,The Cosworth Revolution,False
15956,646,1970-06-07,1970,2.0,278,amon,37,march,The Cosworth Revolution,False
15957,646,1970-06-07,1970,3.0,306,beltoise,82,matra,The Cosworth Revolution,False
15958,646,1970-06-07,1970,4.0,363,giunti,6,ferrari,The Cosworth Revolution,False
15959,646,1970-06-07,1970,5.0,243,stommelen,34,brabham,The Cosworth Revolution,False
15960,646,1970-06-07,1970,6.0,280,pescarolo,82,matra,The Cosworth Revolution,False
15961,646,1970-06-07,1970,7.0,346,siffert,37,march,The Cosworth Revolution,False
15962,646,1970-06-07,1970,8.0,235,ickx,6,ferrari,The Cosworth Revolution,False
15963,646,1970-06-07,1970,9.0,238,peterson,37,march,The Cosworth Revolution,False
15964,646,1970-06-07,1970,9.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
15965,646,1970-06-07,1970,9.0,289,hill,32,team_lotus,The Cosworth Revolution,False
15966,646,1970-06-07,1970,9.0,328,stewart,37,march,The Cosworth Revolution,False
15967,646,1970-06-07,1970,9.0,357,miles,32,team_lotus,The Cosworth Revolution,False
15968,646,1970-06-07,1970,9.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
15969,646,1970-06-07,1970,9.0,262,oliver,66,brm,The Cosworth Revolution,False
15970,646,1970-06-07,1970,9.0,361,courage,86,tomaso,The Cosworth Revolution,False
15971,646,1970-06-07,1970,9.0,321,bell,34,brabham,The Cosworth Revolution,False
15972,647,1970-06-21,1970,1.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
15973,647,1970-06-21,1970,2.0,328,stewart,37,march,The Cosworth Revolution,False
15974,647,1970-06-21,1970,3.0,235,ickx,6,ferrari,The Cosworth Revolution,False
15975,647,1970-06-21,1970,4.0,223,regazzoni,6,ferrari,The Cosworth Revolution,False
15976,647,1970-06-21,1970,5.0,306,beltoise,82,matra,The Cosworth Revolution,False
15977,647,1970-06-21,1970,6.0,341,surtees,187,mclaren,The Cosworth Revolution,False
15978,647,1970-06-21,1970,7.0,357,miles,32,team_lotus,The Cosworth Revolution,False
15979,647,1970-06-21,1970,8.0,280,pescarolo,82,matra,The Cosworth Revolution,False
15980,647,1970-06-21,1970,9.0,238,peterson,37,march,The Cosworth Revolution,False
15981,647,1970-06-21,1970,10.0,345,rodriguez,66,brm,The Cosworth Revolution,False
15982,647,1970-06-21,1970,11.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
15983,647,1970-06-21,1970,12.0,289,hill,32,team_lotus,The Cosworth Revolution,False
15984,647,1970-06-21,1970,12.0,327,cevert,37,march,The Cosworth Revolution,False
15985,647,1970-06-21,1970,12.0,352,eaton,66,brm,The Cosworth Revolution,False
15986,647,1970-06-21,1970,12.0,262,oliver,66,brm,The Cosworth Revolution,False
15987,647,1970-06-21,1970,12.0,361,courage,86,tomaso,The Cosworth Revolution,False
15988,647,1970-06-21,1970,12.0,346,siffert,37,march,The Cosworth Revolution,False
15989,647,1970-06-21,1970,12.0,320,gethin,187,mclaren,The Cosworth Revolution,False
15990,647,1970-06-21,1970,12.0,364,gurney,187,mclaren,The Cosworth Revolution,False
15991,647,1970-06-21,1970,12.0,278,amon,37,march,The Cosworth Revolution,False
15992,647,1970-06-21,1970,12.0,333,adamich,198,mclaren,The Cosworth Revolution,False
15993,647,1970-06-21,1970,12.0,243,stommelen,34,brabham,The Cosworth Revolution,False
15994,647,1970-06-21,1970,12.0,353,lovely,32,team_lotus,The Cosworth Revolution,False
15995,647,1970-06-21,1970,12.0,351,moser,85,bellasi,The Cosworth Revolution,False
15996,648,1970-07-05,1970,1.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
15997,648,1970-07-05,1970,2.0,278,amon,37,march,The Cosworth Revolution,False
15998,648,1970-07-05,1970,3.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
15999,648,1970-07-05,1970,4.0,304,hulme,187,mclaren,The Cosworth Revolution,False
16000,648,1970-07-05,1970,5.0,280,pescarolo,82,matra,The Cosworth Revolution,False
16001,648,1970-07-05,1970,6.0,364,gurney,187,mclaren,The Cosworth Revolution,False
16002,648,1970-07-05,1970,7.0,243,stommelen,34,brabham,The Cosworth Revolution,False
16003,648,1970-07-05,1970,8.0,357,miles,32,team_lotus,The Cosworth Revolution,False
16004,648,1970-07-05,1970,9.0,328,stewart,37,march,The Cosworth Revolution,False
16005,648,1970-07-05,1970,10.0,289,hill,32,team_lotus,The Cosworth Revolution,False
16006,648,1970-07-05,1970,11.0,327,cevert,37,march,The Cosworth Revolution,False
16007,648,1970-07-05,1970,12.0,352,eaton,66,brm,The Cosworth Revolution,False
16008,648,1970-07-05,1970,13.0,306,beltoise,82,matra,The Cosworth Revolution,False
16009,648,1970-07-05,1970,14.0,363,giunti,6,ferrari,The Cosworth Revolution,False
16010,648,1970-07-05,1970,15.0,333,adamich,198,mclaren,The Cosworth Revolution,False
16011,648,1970-07-05,1970,15.0,346,siffert,37,march,The Cosworth Revolution,False
16012,648,1970-07-05,1970,15.0,238,peterson,37,march,The Cosworth Revolution,False
16013,648,1970-07-05,1970,15.0,235,ickx,6,ferrari,The Cosworth Revolution,False
16014,648,1970-07-05,1970,15.0,345,rodriguez,66,brm,The Cosworth Revolution,False
16015,648,1970-07-05,1970,15.0,262,oliver,66,brm,The Cosworth Revolution,False
16016,648,1970-07-05,1970,15.0,351,moser,85,bellasi,The Cosworth Revolution,False
16017,648,1970-07-05,1970,15.0,339,roig,32,team_lotus,The Cosworth Revolution,False
16018,648,1970-07-05,1970,15.0,353,lovely,32,team_lotus,The Cosworth Revolution,False
16019,649,1970-07-18,1970,1.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
16020,649,1970-07-18,1970,2.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
16021,649,1970-07-18,1970,3.0,304,hulme,187,mclaren,The Cosworth Revolution,False
16022,649,1970-07-18,1970,4.0,223,regazzoni,6,ferrari,The Cosworth Revolution,False
16023,649,1970-07-18,1970,5.0,278,amon,37,march,The Cosworth Revolution,False
16024,649,1970-07-18,1970,6.0,289,hill,32,team_lotus,The Cosworth Revolution,False
16025,649,1970-07-18,1970,7.0,327,cevert,37,march,The Cosworth Revolution,False
16026,649,1970-07-18,1970,8.0,224,emerson_fittipaldi,32,team_lotus,The Cosworth Revolution,False
16027,649,1970-07-18,1970,9.0,238,peterson,37,march,The Cosworth Revolution,False
16028,649,1970-07-18,1970,10.0,353,lovely,32,team_lotus,The Cosworth Revolution,False
16029,649,1970-07-18,1970,10.0,364,gurney,187,mclaren,The Cosworth Revolution,False
16030,649,1970-07-18,1970,10.0,345,rodriguez,66,brm,The Cosworth Revolution,False
16031,649,1970-07-18,1970,10.0,262,oliver,66,brm,The Cosworth Revolution,False
16032,649,1970-07-18,1970,10.0,328,stewart,37,march,The Cosworth Revolution,False
16033,649,1970-07-18,1970,10.0,341,surtees,63,surtees,The Cosworth Revolution,False
16034,649,1970-07-18,1970,10.0,280,pescarolo,82,matra,The Cosworth Revolution,False
16035,649,1970-07-18,1970,10.0,306,beltoise,82,matra,The Cosworth Revolution,False
16036,649,1970-07-18,1970,10.0,207,mario_andretti,37,march,The Cosworth Revolution,False
16037,649,1970-07-18,1970,10.0,346,siffert,37,march,The Cosworth Revolution,False
16038,649,1970-07-18,1970,10.0,357,miles,32,team_lotus,The Cosworth Revolution,False
16039,649,1970-07-18,1970,10.0,352,eaton,66,brm,The Cosworth Revolution,False
16040,649,1970-07-18,1970,10.0,235,ickx,6,ferrari,The Cosworth Revolution,False
16041,649,1970-07-18,1970,10.0,333,adamich,198,mclaren,The Cosworth Revolution,False
16042,650,1970-08-02,1970,1.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
16043,650,1970-08-02,1970,2.0,235,ickx,6,ferrari,The Cosworth Revolution,False
16044,650,1970-08-02,1970,3.0,304,hulme,187,mclaren,The Cosworth Revolution,False
16045,650,1970-08-02,1970,4.0,224,emerson_fittipaldi,32,team_lotus,The Cosworth Revolution,False
16046,650,1970-08-02,1970,5.0,243,stommelen,34,brabham,The Cosworth Revolution,False
16047,650,1970-08-02,1970,6.0,280,pescarolo,82,matra,The Cosworth Revolution,False
16048,650,1970-08-02,1970,7.0,327,cevert,37,march,The Cosworth Revolution,False
16049,650,1970-08-02,1970,8.0,346,siffert,37,march,The Cosworth Revolution,False
16050,650,1970-08-02,1970,9.0,341,surtees,63,surtees,The Cosworth Revolution,False
16051,650,1970-08-02,1970,10.0,289,hill,32,team_lotus,The Cosworth Revolution,False
16052,650,1970-08-02,1970,10.0,278,amon,37,march,The Cosworth Revolution,False
16053,650,1970-08-02,1970,10.0,223,regazzoni,6,ferrari,The Cosworth Revolution,False
16054,650,1970-08-02,1970,10.0,357,miles,32,team_lotus,The Cosworth Revolution,False
16055,650,1970-08-02,1970,10.0,328,stewart,37,march,The Cosworth Revolution,False
16056,650,1970-08-02,1970,10.0,207,mario_andretti,37,march,The Cosworth Revolution,False
16057,650,1970-08-02,1970,10.0,238,peterson,37,march,The Cosworth Revolution,False
16058,650,1970-08-02,1970,10.0,345,rodriguez,66,brm,The Cosworth Revolution,False
16059,650,1970-08-02,1970,10.0,262,oliver,66,brm,The Cosworth Revolution,False
16060,650,1970-08-02,1970,10.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
16061,650,1970-08-02,1970,10.0,306,beltoise,82,matra,The Cosworth Revolution,False
16062,650,1970-08-02,1970,10.0,320,gethin,187,mclaren,The Cosworth Revolution,False
16063,650,1970-08-02,1970,10.0,312,redman,86,tomaso,The Cosworth Revolution,False
16064,650,1970-08-02,1970,10.0,333,adamich,198,mclaren,The Cosworth Revolution,False
16065,650,1970-08-02,1970,10.0,351,moser,85,bellasi,The Cosworth Revolution,False
16066,650,1970-08-02,1970,10.0,365,hahne,37,march,The Cosworth Revolution,False
16067,17,2009-11-01,2009,1.0,20,vettel,9,red_bull,V8 Era,False
16068,17,2009-11-01,2009,2.0,17,webber,9,red_bull,V8 Era,False
16069,17,2009-11-01,2009,3.0,18,button,23,mercedes,V8 Era,False
16070,17,2009-11-01,2009,4.0,22,barrichello,23,mercedes,V8 Era,False
16071,17,2009-11-01,2009,5.0,2,heidfeld,2,sauber,V8 Era,False
16072,17,2009-11-01,2009,6.0,155,kobayashi,7,toyota,V8 Era,False
16073,17,2009-11-01,2009,7.0,15,trulli,7,toyota,V8 Era,False
16074,17,2009-11-01,2009,8.0,67,buemi,5,rb,V8 Era,False
16075,17,2009-11-01,2009,9.0,3,rosberg,3,williams,V8 Era,False
16076,17,2009-11-01,2009,10.0,9,kubica,2,sauber,V8 Era,False
16077,17,2009-11-01,2009,11.0,5,kovalainen,1,mclaren,V8 Era,False
16078,17,2009-11-01,2009,12.0,8,raikkonen,6,ferrari,V8 Era,False
16079,17,2009-11-01,2009,13.0,6,nakajima,3,williams,V8 Era,False
16080,17,2009-11-01,2009,14.0,4,alonso,4,alpine,V8 Era,False
16081,17,2009-11-01,2009,15.0,24,liuzzi,10,aston_martin,V8 Era,False
16082,17,2009-11-01,2009,16.0,21,fisichella,6,ferrari,V8 Era,False
16083,17,2009-11-01,2009,17.0,16,sutil,10,aston_martin,V8 Era,False
16084,17,2009-11-01,2009,18.0,154,grosjean,4,alpine,V8 Era,False
16085,17,2009-11-01,2009,19.0,1,hamilton,1,mclaren,V8 Era,False
16086,17,2009-11-01,2009,19.0,153,alguersuari,5,rb,V8 Era,False
16087,651,1970-08-16,1970,1.0,235,ickx,6,ferrari,The Cosworth Revolution,False
16088,651,1970-08-16,1970,2.0,223,regazzoni,6,ferrari,The Cosworth Revolution,False
16089,651,1970-08-16,1970,3.0,243,stommelen,34,brabham,The Cosworth Revolution,False
16090,651,1970-08-16,1970,4.0,345,rodriguez,66,brm,The Cosworth Revolution,False
16091,651,1970-08-16,1970,5.0,262,oliver,66,brm,The Cosworth Revolution,False
16092,651,1970-08-16,1970,6.0,306,beltoise,82,matra,The Cosworth Revolution,False
16093,651,1970-08-16,1970,7.0,363,giunti,6,ferrari,The Cosworth Revolution,False
16094,651,1970-08-16,1970,8.0,278,amon,37,march,The Cosworth Revolution,False
16095,651,1970-08-16,1970,9.0,346,siffert,37,march,The Cosworth Revolution,False
16096,651,1970-08-16,1970,10.0,320,gethin,187,mclaren,The Cosworth Revolution,False
16097,651,1970-08-16,1970,11.0,352,eaton,66,brm,The Cosworth Revolution,False
16098,651,1970-08-16,1970,12.0,333,adamich,198,mclaren,The Cosworth Revolution,False
16099,651,1970-08-16,1970,13.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
16100,651,1970-08-16,1970,14.0,280,pescarolo,82,matra,The Cosworth Revolution,False
16101,651,1970-08-16,1970,15.0,224,emerson_fittipaldi,32,team_lotus,The Cosworth Revolution,False
16102,651,1970-08-16,1970,16.0,304,hulme,187,mclaren,The Cosworth Revolution,False
16103,651,1970-08-16,1970,16.0,341,surtees,63,surtees,The Cosworth Revolution,False
16104,651,1970-08-16,1970,16.0,314,schenken,86,tomaso,The Cosworth Revolution,False
16105,651,1970-08-16,1970,16.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
16106,651,1970-08-16,1970,16.0,207,mario_andretti,37,march,The Cosworth Revolution,False
16107,651,1970-08-16,1970,16.0,351,moser,85,bellasi,The Cosworth Revolution,False
16108,651,1970-08-16,1970,16.0,328,stewart,37,march,The Cosworth Revolution,False
16109,651,1970-08-16,1970,16.0,357,miles,32,team_lotus,The Cosworth Revolution,False
16110,651,1970-08-16,1970,16.0,327,cevert,37,march,The Cosworth Revolution,False
16111,652,1970-09-06,1970,1.0,223,regazzoni,6,ferrari,The Cosworth Revolution,False
16112,652,1970-09-06,1970,2.0,328,stewart,37,march,The Cosworth Revolution,False
16113,652,1970-09-06,1970,3.0,306,beltoise,82,matra,The Cosworth Revolution,False
16114,652,1970-09-06,1970,4.0,304,hulme,187,mclaren,The Cosworth Revolution,False
16115,652,1970-09-06,1970,5.0,243,stommelen,34,brabham,The Cosworth Revolution,False
16116,652,1970-09-06,1970,6.0,327,cevert,37,march,The Cosworth Revolution,False
16117,652,1970-09-06,1970,7.0,278,amon,37,march,The Cosworth Revolution,False
16118,652,1970-09-06,1970,8.0,333,adamich,198,mclaren,The Cosworth Revolution,False
16119,652,1970-09-06,1970,9.0,320,gethin,187,mclaren,The Cosworth Revolution,False
16120,652,1970-09-06,1970,9.0,262,oliver,66,brm,The Cosworth Revolution,False
16121,652,1970-09-06,1970,9.0,238,peterson,37,march,The Cosworth Revolution,False
16122,652,1970-09-06,1970,9.0,356,jack_brabham,34,brabham,The Cosworth Revolution,False
16123,652,1970-09-06,1970,9.0,235,ickx,6,ferrari,The Cosworth Revolution,False
16124,652,1970-09-06,1970,9.0,352,eaton,66,brm,The Cosworth Revolution,False
16125,652,1970-09-06,1970,9.0,314,schenken,86,tomaso,The Cosworth Revolution,False
16126,652,1970-09-06,1970,9.0,363,giunti,6,ferrari,The Cosworth Revolution,False
16127,652,1970-09-06,1970,9.0,280,pescarolo,82,matra,The Cosworth Revolution,False
16128,652,1970-09-06,1970,9.0,345,rodriguez,66,brm,The Cosworth Revolution,False
16129,652,1970-09-06,1970,9.0,346,siffert,37,march,The Cosworth Revolution,False
16130,652,1970-09-06,1970,9.0,341,surtees,63,surtees,The Cosworth Revolution,False
16131,652,1970-09-06,1970,9.0,289,hill,32,team_lotus,The Cosworth Revolution,False
16132,652,1970-09-06,1970,9.0,357,miles,32,team_lotus,The Cosworth Revolution,False
16133,652,1970-09-06,1970,9.0,358,rindt,32,team_lotus,The Cosworth Revolution,False
16134,652,1970-09-06,1970,9.0,347,bonnier,187,mclaren,The Cosworth Revolution,False
16135,652,1970-09-06,1970,9.0,224,emerson_fittipaldi,32,team_lotus,The Cosworth Revolution,False
16136,652,1970-09-06,1970,9.0,330,galli,198,mclaren,The Cosworth Revolution,False
16137,652,1970-09-06,1970,9.0,351,moser,85,bellasi,The Cosworth Revolution,False
16138,653,1970-09-20,1970,1.0,235,ickx,6,ferrari,The Cosworth Revolution,True
