resultId,raceId,date,year,position,driverId,driverRef,constructorId,constructorRecent,era,street_circuit
1,18,2008-03-16,2008,1.0,1,hamilton,1,mclaren,V8 Era,True
2,18,2008-03-16,2008,2.0,2,heidfeld,2,sauber,V8 Era,True
3,18,2008-03-16,2008,3.0,3,rosberg,3,williams,V8 Era,True
4,18,2008-03-16,2008,4.0,4,alonso,4,alpine,V8 Era,True
5,18,2008-03-16,2008,5.0,5,kovalainen,1,mclaren,V8 Era,True
6,18,2008-03-16,2008,6.0,6,nakajima,3,williams,V8 Era,True
7,18,2008-03-16,2008,7.0,7,bourdais,5,rb,V8 Era,True
8,18,2008-03-16,2008,8.0,8,raikkonen,6,ferrari,V8 Era,True
9,18,2008-03-16,2008,9.0,9,kubica,2,sauber,V8 Era,True
10,18,2008-03-16,2008,9.0,10,glock,7,toyota,V8 Era,True
11,18,2008-03-16,2008,9.0,11,sato,8,super_aguri,V8 Era,True
12,18,2008-03-16,2008,9.0,12,piquet_jr,4,alpine,V8 Era,True
13,18,2008-03-16,2008,9.0,13,massa,6,ferrari,V8 Era,True
14,18,2008-03-16,2008,9.0,14,coulthard,9,red_bull,V8 Era,True
15,18,2008-03-16,2008,9.0,15,trulli,7,toyota,V8 Era,True
16,18,2008-03-16,2008,9.0,16,sutil,10,aston_martin,V8 Era,True
17,18,2008-03-16,2008,9.0,17,webber,9,red_bull,V8 Era,True
18,18,2008-03-16,2008,9.0,18,button,11,mercedes,V8 Era,True
19,18,2008-03-16,2008,9.0,19,davidson,8,super_aguri,V8 Era,True
20,18,2008-03-16,2008,9.0,20,vettel,5,rb,V8 Era,True
21,18,2008-03-16,2008,9.0,21,fisichella,10,aston_martin,V8 Era,True
22,18,2008-03-16,2008,9.0,22,barrichello,11,mercedes,V8 Era,True
23,19,2008-03-23,2008,1.0,8,raikkonen,6,ferrari,V8 Era,False
24,19,2008-03-23,2008,2.0,9,kubica,2,sauber,V8 Era,False
25,19,2008-03-23,2008,3.0,5,kovalainen,1,mclaren,V8 Era,False
26,19,2008-03-23,2008,4.0,15,trulli,7,toyota,V8 Era,False
27,19,2008-03-23,2008,5.0,1,hamilton,1,mclaren,V8 Era,False
28,19,2008-03-23,2008,6.0,2,heidfeld,2,sauber,V8 Era,False
29,19,2008-03-23,2008,7.0,17,webber,9,red_bull,V8 Era,False
30,19,2008-03-23,2008,8.0,4,alonso,4,alpine,V8 Era,False
31,19,2008-03-23,2008,9.0,14,coulthard,9,red_bull,V8 Era,False
32,19,2008-03-23,2008,10.0,18,button,11,mercedes,V8 Era,False
33,19,2008-03-23,2008,11.0,12,piquet_jr,4,alpine,V8 Era,False
34,19,2008-03-23,2008,12.0,21,fisichella,10,aston_martin,V8 Era,False
35,19,2008-03-23,2008,13.0,22,barrichello,11,mercedes,V8 Era,False
36,19,2008-03-23,2008,14.0,3,rosberg,3,williams,V8 Era,False
37,19,2008-03-23,2008,15.0,19,davidson,8,super_aguri,V8 Era,False
38,19,2008-03-23,2008,16.0,11,sato,8,super_aguri,V8 Era,False
39,19,2008-03-23,2008,17.0,6,nakajima,3,williams,V8 Era,False
40,19,2008-03-23,2008,18.0,20,vettel,5,rb,V8 Era,False
41,19,2008-03-23,2008,18.0,13,massa,6,ferrari,V8 Era,False
42,19,2008-03-23,2008,18.0,16,sutil,10,aston_martin,V8 Era,False
43,19,2008-03-23,2008,18.0,10,glock,7,toyota,V8 Era,False
44,19,2008-03-23,2008,18.0,7,bourdais,5,rb,V8 Era,False
45,20,2008-04-06,2008,1.0,13,massa,6,ferrari,V8 Era,False
46,20,2008-04-06,2008,2.0,8,raikkonen,6,ferrari,V8 Era,False
47,20,2008-04-06,2008,3.0,9,kubica,2,sauber,V8 Era,False
48,20,2008-04-06,2008,4.0,2,heidfeld,2,sauber,V8 Era,False
49,20,2008-04-06,2008,5.0,5,kovalainen,1,mclaren,V8 Era,False
50,20,2008-04-06,2008,6.0,15,trulli,7,toyota,V8 Era,False
51,20,2008-04-06,2008,7.0,17,webber,9,red_bull,V8 Era,False
52,20,2008-04-06,2008,8.0,3,rosberg,3,williams,V8 Era,False
53,20,2008-04-06,2008,9.0,10,glock,7,toyota,V8 Era,False
54,20,2008-04-06,2008,10.0,4,alonso,4,alpine,V8 Era,False
55,20,2008-04-06,2008,11.0,22,barrichello,11,mercedes,V8 Era,False
56,20,2008-04-06,2008,12.0,21,fisichella,10,aston_martin,V8 Era,False
57,20,2008-04-06,2008,13.0,1,hamilton,1,mclaren,V8 Era,False
58,20,2008-04-06,2008,14.0,6,nakajima,3,williams,V8 Era,False
59,20,2008-04-06,2008,15.0,7,bourdais,5,rb,V8 Era,False
60,20,2008-04-06,2008,16.0,19,davidson,8,super_aguri,V8 Era,False
61,20,2008-04-06,2008,17.0,11,sato,8,super_aguri,V8 Era,False
62,20,2008-04-06,2008,18.0,14,coulthard,9,red_bull,V8 Era,False
63,20,2008-04-06,2008,19.0,16,sutil,10,aston_martin,V8 Era,False
64,20,2008-04-06,2008,20.0,12,piquet_jr,4,alpine,V8 Era,False
65,20,2008-04-06,2008,20.0,18,button,11,mercedes,V8 Era,False
66,20,2008-04-06,2008,20.0,20,vettel,5,rb,V8 Era,False
67,21,2008-04-27,2008,1.0,8,raikkonen,6,ferrari,V8 Era,False
68,21,2008-04-27,2008,2.0,13,massa,6,ferrari,V8 Era,False
69,21,2008-04-27,2008,3.0,1,hamilton,1,mclaren,V8 Era,False
70,21,2008-04-27,2008,4.0,9,kubica,2,sauber,V8 Era,False
71,21,2008-04-27,2008,5.0,17,webber,9,red_bull,V8 Era,False
72,21,2008-04-27,2008,6.0,18,button,11,mercedes,V8 Era,False
73,21,2008-04-27,2008,7.0,6,nakajima,3,williams,V8 Era,False
74,21,2008-04-27,2008,8.0,15,trulli,7,toyota,V8 Era,False
75,21,2008-04-27,2008,9.0,2,heidfeld,2,sauber,V8 Era,False
76,21,2008-04-27,2008,10.0,21,fisichella,10,aston_martin,V8 Era,False
77,21,2008-04-27,2008,11.0,10,glock,7,toyota,V8 Era,False
78,21,2008-04-27,2008,12.0,14,coulthard,9,red_bull,V8 Era,False
79,21,2008-04-27,2008,13.0,11,sato,8,super_aguri,V8 Era,False
80,21,2008-04-27,2008,14.0,3,rosberg,3,williams,V8 Era,False
81,21,2008-04-27,2008,14.0,4,alonso,4,alpine,V8 Era,False
82,21,2008-04-27,2008,14.0,22,barrichello,11,mercedes,V8 Era,False
83,21,2008-04-27,2008,14.0,5,kovalainen,1,mclaren,V8 Era,False
84,21,2008-04-27,2008,14.0,19,davidson,8,super_aguri,V8 Era,False
85,21,2008-04-27,2008,14.0,7,bourdais,5,rb,V8 Era,False
86,21,2008-04-27,2008,14.0,12,piquet_jr,4,alpine,V8 Era,False
87,21,2008-04-27,2008,14.0,16,sutil,10,aston_martin,V8 Era,False
88,21,2008-04-27,2008,14.0,20,vettel,5,rb,V8 Era,False
89,22,2008-05-11,2008,1.0,13,massa,6,ferrari,V8 Era,False
90,22,2008-05-11,2008,2.0,1,hamilton,1,mclaren,V8 Era,False
91,22,2008-05-11,2008,3.0,8,raikkonen,6,ferrari,V8 Era,False
92,22,2008-05-11,2008,4.0,9,kubica,2,sauber,V8 Era,False
93,22,2008-05-11,2008,5.0,2,heidfeld,2,sauber,V8 Era,False
94,22,2008-05-11,2008,6.0,4,alonso,4,alpine,V8 Era,False
95,22,2008-05-11,2008,7.0,17,webber,9,red_bull,V8 Era,False
96,22,2008-05-11,2008,8.0,3,rosberg,3,williams,V8 Era,False
97,22,2008-05-11,2008,9.0,14,coulthard,9,red_bull,V8 Era,False
98,22,2008-05-11,2008,10.0,15,trulli,7,toyota,V8 Era,False
99,22,2008-05-11,2008,11.0,18,button,11,mercedes,V8 Era,False
100,22,2008-05-11,2008,12.0,5,kovalainen,1,mclaren,V8 Era,False
101,22,2008-05-11,2008,13.0,10,glock,7,toyota,V8 Era,False
102,22,2008-05-11,2008,14.0,22,barrichello,11,mercedes,V8 Era,False
103,22,2008-05-11,2008,15.0,12,piquet_jr,4,alpine,V8 Era,False
104,22,2008-05-11,2008,16.0,16,sutil,10,aston_martin,V8 Era,False
105,22,2008-05-11,2008,17.0,20,vettel,5,rb,V8 Era,False
106,22,2008-05-11,2008,18.0,7,bourdais,5,rb,V8 Era,False
107,22,2008-05-11,2008,18.0,6,nakajima,3,williams,V8 Era,False
108,22,2008-05-11,2008,18.0,21,fisichella,10,aston_martin,V8 Era,False
109,23,2008-05-25,2008,1.0,1,hamilton,1,mclaren,V8 Era,True
110,23,2008-05-25,2008,2.0,9,kubica,2,sauber,V8 Era,True
111,23,2008-05-25,2008,3.0,13,massa,6,ferrari,V8 Era,True
112,23,2008-05-25,2008,4.0,17,webber,9,red_bull,V8 Era,True
113,23,2008-05-25,2008,5.0,20,vettel,5,rb,V8 Era,True
114,23,2008-05-25,2008,6.0,22,barrichello,11,mercedes,V8 Era,True
115,23,2008-05-25,2008,7.0,6,nakajima,3,williams,V8 Era,True
116,23,2008-05-25,2008,8.0,5,kovalainen,1,mclaren,V8 Era,True
117,23,2008-05-25,2008,9.0,8,raikkonen,6,ferrari,V8 Era,True
118,23,2008-05-25,2008,10.0,4,alonso,4,alpine,V8 Era,True
119,23,2008-05-25,2008,11.0,18,button,11,mercedes,V8 Era,True
120,23,2008-05-25,2008,12.0,10,glock,7,toyota,V8 Era,True
121,23,2008-05-25,2008,13.0,15,trulli,7,toyota,V8 Era,True
122,23,2008-05-25,2008,14.0,2,heidfeld,2,sauber,V8 Era,True
123,23,2008-05-25,2008,15.0,16,sutil,10,aston_martin,V8 Era,True
124,23,2008-05-25,2008,15.0,3,rosberg,3,williams,V8 Era,True
125,23,2008-05-25,2008,15.0,12,piquet_jr,4,alpine,V8 Era,True
126,23,2008-05-25,2008,15.0,21,fisichella,10,aston_martin,V8 Era,True
127,23,2008-05-25,2008,15.0,14,coulthard,9,red_bull,V8 Era,True
128,23,2008-05-25,2008,15.0,7,bourdais,5,rb,V8 Era,True
129,24,2008-06-08,2008,1.0,9,kubica,2,sauber,V8 Era,True
130,24,2008-06-08,2008,2.0,2,heidfeld,2,sauber,V8 Era,True
131,24,2008-06-08,2008,3.0,14,coulthard,9,red_bull,V8 Era,True
132,24,2008-06-08,2008,4.0,10,glock,7,toyota,V8 Era,True
133,24,2008-06-08,2008,5.0,13,massa,6,ferrari,V8 Era,True
134,24,2008-06-08,2008,6.0,15,trulli,7,toyota,V8 Era,True
135,24,2008-06-08,2008,7.0,22,barrichello,11,mercedes,V8 Era,True
136,24,2008-06-08,2008,8.0,20,vettel,5,rb,V8 Era,True
137,24,2008-06-08,2008,9.0,5,kovalainen,1,mclaren,V8 Era,True
138,24,2008-06-08,2008,10.0,3,rosberg,3,williams,V8 Era,True
139,24,2008-06-08,2008,11.0,18,button,11,mercedes,V8 Era,True
140,24,2008-06-08,2008,12.0,17,webber,9,red_bull,V8 Era,True
141,24,2008-06-08,2008,13.0,7,bourdais,5,rb,V8 Era,True
142,24,2008-06-08,2008,14.0,21,fisichella,10,aston_martin,V8 Era,True
143,24,2008-06-08,2008,14.0,6,nakajima,3,williams,V8 Era,True
144,24,2008-06-08,2008,14.0,4,alonso,4,alpine,V8 Era,True
145,24,2008-06-08,2008,14.0,12,piquet_jr,4,alpine,V8 Era,True
146,24,2008-06-08,2008,14.0,8,raikkonen,6,ferrari,V8 Era,True
147,24,2008-06-08,2008,14.0,1,hamilton,1,mclaren,V8 Era,True
148,24,2008-06-08,2008,14.0,16,sutil,10,aston_martin,V8 Era,True
149,25,2008-06-22,2008,1.0,13,massa,6,ferrari,V8 Era,False
150,25,2008-06-22,2008,2.0,8,raikkonen,6,ferrari,V8 Era,False
151,25,2008-06-22,2008,3.0,15,trulli,7,toyota,V8 Era,False
152,25,2008-06-22,2008,4.0,5,kovalainen,1,mclaren,V8 Era,False
153,25,2008-06-22,2008,5.0,9,kubica,2,sauber,V8 Era,False
154,25,2008-06-22,2008,6.0,17,webber,9,red_bull,V8 Era,False
155,25,2008-06-22,2008,7.0,12,piquet_jr,4,alpine,V8 Era,False
156,25,2008-06-22,2008,8.0,4,alonso,4,alpine,V8 Era,False
157,25,2008-06-22,2008,9.0,14,coulthard,9,red_bull,V8 Era,False
158,25,2008-06-22,2008,10.0,1,hamilton,1,mclaren,V8 Era,False
159,25,2008-06-22,2008,11.0,10,glock,7,toyota,V8 Era,False
160,25,2008-06-22,2008,12.0,20,vettel,5,rb,V8 Era,False
161,25,2008-06-22,2008,13.0,2,heidfeld,2,sauber,V8 Era,False
162,25,2008-06-22,2008,14.0,22,barrichello,11,mercedes,V8 Era,False
163,25,2008-06-22,2008,15.0,6,nakajima,3,williams,V8 Era,False
164,25,2008-06-22,2008,16.0,3,rosberg,3,williams,V8 Era,False
165,25,2008-06-22,2008,17.0,7,bourdais,5,rb,V8 Era,False
166,25,2008-06-22,2008,18.0,21,fisichella,10,aston_martin,V8 Era,False
167,25,2008-06-22,2008,19.0,16,sutil,10,aston_martin,V8 Era,False
168,25,2008-06-22,2008,20.0,18,button,11,mercedes,V8 Era,False
169,26,2008-07-06,2008,1.0,1,hamilton,1,mclaren,V8 Era,False
170,26,2008-07-06,2008,2.0,2,heidfeld,2,sauber,V8 Era,False
171,26,2008-07-06,2008,3.0,22,barrichello,11,mercedes,V8 Era,False
172,26,2008-07-06,2008,4.0,8,raikkonen,6,ferrari,V8 Era,False
173,26,2008-07-06,2008,5.0,5,kovalainen,1,mclaren,V8 Era,False
174,26,2008-07-06,2008,6.0,4,alonso,4,alpine,V8 Era,False
175,26,2008-07-06,2008,7.0,15,trulli,7,toyota,V8 Era,False
176,26,2008-07-06,2008,8.0,6,nakajima,3,williams,V8 Era,False
177,26,2008-07-06,2008,9.0,3,rosberg,3,williams,V8 Era,False
178,26,2008-07-06,2008,10.0,17,webber,9,red_bull,V8 Era,False
179,26,2008-07-06,2008,11.0,7,bourdais,5,rb,V8 Era,False
180,26,2008-07-06,2008,12.0,10,glock,7,toyota,V8 Era,False
181,26,2008-07-06,2008,13.0,13,massa,6,ferrari,V8 Era,False
182,26,2008-07-06,2008,14.0,9,kubica,2,sauber,V8 Era,False
183,26,2008-07-06,2008,14.0,18,button,11,mercedes,V8 Era,False
184,26,2008-07-06,2008,14.0,12,piquet_jr,4,alpine,V8 Era,False
185,26,2008-07-06,2008,14.0,21,fisichella,10,aston_martin,V8 Era,False
186,26,2008-07-06,2008,14.0,16,sutil,10,aston_martin,V8 Era,False
187,26,2008-07-06,2008,14.0,20,vettel,5,rb,V8 Era,False
188,26,2008-07-06,2008,14.0,14,coulthard,9,red_bull,V8 Era,False
189,27,2008-07-20,2008,1.0,1,hamilton,1,mclaren,V8 Era,False
190,27,2008-07-20,2008,2.0,12,piquet_jr,4,alpine,V8 Era,False
191,27,2008-07-20,2008,3.0,13,massa,6,ferrari,V8 Era,False
192,27,2008-07-20,2008,4.0,2,heidfeld,2,sauber,V8 Era,False
193,27,2008-07-20,2008,5.0,5,kovalainen,1,mclaren,V8 Era,False
194,27,2008-07-20,2008,6.0,8,raikkonen,6,ferrari,V8 Era,False
195,27,2008-07-20,2008,7.0,9,kubica,2,sauber,V8 Era,False
196,27,2008-07-20,2008,8.0,20,vettel,5,rb,V8 Era,False
197,27,2008-07-20,2008,9.0,15,trulli,7,toyota,V8 Era,False
198,27,2008-07-20,2008,10.0,3,rosberg,3,williams,V8 Era,False
199,27,2008-07-20,2008,11.0,4,alonso,4,alpine,V8 Era,False
200,27,2008-07-20,2008,12.0,7,bourdais,5,rb,V8 Era,False
201,27,2008-07-20,2008,13.0,14,coulthard,9,red_bull,V8 Era,False
202,27,2008-07-20,2008,14.0,6,nakajima,3,williams,V8 Era,False
203,27,2008-07-20,2008,15.0,16,sutil,10,aston_martin,V8 Era,False
204,27,2008-07-20,2008,16.0,21,fisichella,10,aston_martin,V8 Era,False
205,27,2008-07-20,2008,17.0,18,button,11,mercedes,V8 Era,False
206,27,2008-07-20,2008,18.0,22,barrichello,11,mercedes,V8 Era,False
207,27,2008-07-20,2008,18.0,17,webber,9,red_bull,V8 Era,False
208,27,2008-07-20,2008,18.0,10,glock,7,toyota,V8 Era,False
209,28,2008-08-03,2008,1.0,5,kovalainen,1,mclaren,V8 Era,False
210,28,2008-08-03,2008,2.0,10,glock,7,toyota,V8 Era,False
211,28,2008-08-03,2008,3.0,8,raikkonen,6,ferrari,V8 Era,False
212,28,2008-08-03,2008,4.0,4,alonso,4,alpine,V8 Era,False
213,28,2008-08-03,2008,5.0,1,hamilton,1,mclaren,V8 Era,False
214,28,2008-08-03,2008,6.0,12,piquet_jr,4,alpine,V8 Era,False
215,28,2008-08-03,2008,7.0,15,trulli,7,toyota,V8 Era,False
216,28,2008-08-03,2008,8.0,9,kubica,2,sauber,V8 Era,False
217,28,2008-08-03,2008,9.0,17,webber,9,red_bull,V8 Era,False
218,28,2008-08-03,2008,10.0,2,heidfeld,2,sauber,V8 Era,False
219,28,2008-08-03,2008,11.0,14,coulthard,9,red_bull,V8 Era,False
220,28,2008-08-03,2008,12.0,18,button,11,mercedes,V8 Era,False
221,28,2008-08-03,2008,13.0,6,nakajima,3,williams,V8 Era,False
222,28,2008-08-03,2008,14.0,3,rosberg,3,williams,V8 Era,False
223,28,2008-08-03,2008,15.0,21,fisichella,10,aston_martin,V8 Era,False
224,28,2008-08-03,2008,16.0,22,barrichello,11,mercedes,V8 Era,False
225,28,2008-08-03,2008,17.0,13,massa,6,ferrari,V8 Era,False
226,28,2008-08-03,2008,18.0,7,bourdais,5,rb,V8 Era,False
227,28,2008-08-03,2008,19.0,16,sutil,10,aston_martin,V8 Era,False
228,28,2008-08-03,2008,19.0,20,vettel,5,rb,V8 Era,False
229,29,2008-08-24,2008,1.0,13,massa,6,ferrari,V8 Era,False
230,29,2008-08-24,2008,2.0,1,hamilton,1,mclaren,V8 Era,False
231,29,2008-08-24,2008,3.0,9,kubica,2,sauber,V8 Era,False
232,29,2008-08-24,2008,4.0,5,kovalainen,1,mclaren,V8 Era,False
233,29,2008-08-24,2008,5.0,15,trulli,7,toyota,V8 Era,False
234,29,2008-08-24,2008,6.0,20,vettel,5,rb,V8 Era,False
235,29,2008-08-24,2008,7.0,10,glock,7,toyota,V8 Era,False
236,29,2008-08-24,2008,8.0,3,rosberg,3,williams,V8 Era,False
237,29,2008-08-24,2008,9.0,2,heidfeld,2,sauber,V8 Era,False
238,29,2008-08-24,2008,10.0,7,bourdais,5,rb,V8 Era,False
239,29,2008-08-24,2008,11.0,12,piquet_jr,4,alpine,V8 Era,False
240,29,2008-08-24,2008,12.0,17,webber,9,red_bull,V8 Era,False
241,29,2008-08-24,2008,13.0,18,button,11,mercedes,V8 Era,False
242,29,2008-08-24,2008,14.0,21,fisichella,10,aston_martin,V8 Era,False
243,29,2008-08-24,2008,15.0,6,nakajima,3,williams,V8 Era,False
244,29,2008-08-24,2008,16.0,22,barrichello,11,mercedes,V8 Era,False
245,29,2008-08-24,2008,17.0,14,coulthard,9,red_bull,V8 Era,False
246,29,2008-08-24,2008,18.0,8,raikkonen,6,ferrari,V8 Era,False
247,29,2008-08-24,2008,18.0,16,sutil,10,aston_martin,V8 Era,False
248,29,2008-08-24,2008,18.0,4,alonso,4,alpine,V8 Era,False
249,30,2008-09-07,2008,1.0,13,massa,6,ferrari,V8 Era,False
250,30,2008-09-07,2008,2.0,2,heidfeld,2,sauber,V8 Era,False
251,30,2008-09-07,2008,3.0,1,hamilton,1,mclaren,V8 Era,False
252,30,2008-09-07,2008,4.0,4,alonso,4,alpine,V8 Era,False
253,30,2008-09-07,2008,5.0,20,vettel,5,rb,V8 Era,False
254,30,2008-09-07,2008,6.0,9,kubica,2,sauber,V8 Era,False
255,30,2008-09-07,2008,7.0,7,bourdais,5,rb,V8 Era,False
256,30,2008-09-07,2008,8.0,17,webber,9,red_bull,V8 Era,False
257,30,2008-09-07,2008,9.0,10,glock,7,toyota,V8 Era,False
258,30,2008-09-07,2008,10.0,5,kovalainen,1,mclaren,V8 Era,False
259,30,2008-09-07,2008,11.0,14,coulthard,9,red_bull,V8 Era,False
260,30,2008-09-07,2008,12.0,3,rosberg,3,williams,V8 Era,False
261,30,2008-09-07,2008,13.0,16,sutil,10,aston_martin,V8 Era,False
262,30,2008-09-07,2008,14.0,6,nakajima,3,williams,V8 Era,False
263,30,2008-09-07,2008,15.0,18,button,11,mercedes,V8 Era,False
264,30,2008-09-07,2008,16.0,15,trulli,7,toyota,V8 Era,False
265,30,2008-09-07,2008,17.0,21,fisichella,10,aston_martin,V8 Era,False
266,30,2008-09-07,2008,18.0,8,raikkonen,6,ferrari,V8 Era,False
267,30,2008-09-07,2008,19.0,22,barrichello,11,mercedes,V8 Era,False
268,30,2008-09-07,2008,19.0,12,piquet_jr,4,alpine,V8 Era,False
269,31,2008-09-14,2008,1.0,20,vettel,5,rb,V8 Era,False
270,31,2008-09-14,2008,2.0,5,kovalainen,1,mclaren,V8 Era,False
271,31,2008-09-14,2008,3.0,9,kubica,2,sauber,V8 Era,False
272,31,2008-09-14,2008,4.0,4,alonso,4,alpine,V8 Era,False
273,31,2008-09-14,2008,5.0,2,heidfeld,2,sauber,V8 Era,False
274,31,2008-09-14,2008,6.0,13,massa,6,ferrari,V8 Era,False
275,31,2008-09-14,2008,7.0,1,hamilton,1,mclaren,V8 Era,False
276,31,2008-09-14,2008,8.0,17,webber,9,red_bull,V8 Era,False
277,31,2008-09-14,2008,9.0,8,raikkonen,6,ferrari,V8 Era,False
278,31,2008-09-14,2008,10.0,12,piquet_jr,4,alpine,V8 Era,False
279,31,2008-09-14,2008,11.0,10,glock,7,toyota,V8 Era,False
280,31,2008-09-14,2008,12.0,6,nakajima,3,williams,V8 Era,False
281,31,2008-09-14,2008,13.0,15,trulli,7,toyota,V8 Era,False
282,31,2008-09-14,2008,14.0,3,rosberg,3,williams,V8 Era,False
283,31,2008-09-14,2008,15.0,18,button,11,mercedes,V8 Era,False
284,31,2008-09-14,2008,16.0,14,coulthard,9,red_bull,V8 Era,False
285,31,2008-09-14,2008,17.0,22,barrichello,11,mercedes,V8 Era,False
286,31,2008-09-14,2008,18.0,7,bourdais,5,rb,V8 Era,False
287,31,2008-09-14,2008,19.0,16,sutil,10,aston_martin,V8 Era,False
288,31,2008-09-14,2008,20.0,21,fisichella,10,aston_martin,V8 Era,False
289,32,2008-09-28,2008,1.0,4,alonso,4,alpine,V8 Era,True
290,32,2008-09-28,2008,2.0,3,rosberg,3,williams,V8 Era,True
291,32,2008-09-28,2008,3.0,1,hamilton,1,mclaren,V8 Era,True
292,32,2008-09-28,2008,4.0,10,glock,7,toyota,V8 Era,True
293,32,2008-09-28,2008,5.0,20,vettel,5,rb,V8 Era,True
294,32,2008-09-28,2008,6.0,2,heidfeld,2,sauber,V8 Era,True
295,32,2008-09-28,2008,7.0,14,coulthard,9,red_bull,V8 Era,True
296,32,2008-09-28,2008,8.0,6,nakajima,3,williams,V8 Era,True
297,32,2008-09-28,2008,9.0,18,button,11,mercedes,V8 Era,True
298,32,2008-09-28,2008,10.0,5,kovalainen,1,mclaren,V8 Era,True
299,32,2008-09-28,2008,11.0,9,kubica,2,sauber,V8 Era,True
300,32,2008-09-28,2008,12.0,7,bourdais,5,rb,V8 Era,True
301,32,2008-09-28,2008,13.0,13,massa,6,ferrari,V8 Era,True
302,32,2008-09-28,2008,14.0,21,fisichella,10,aston_martin,V8 Era,True
303,32,2008-09-28,2008,15.0,8,raikkonen,6,ferrari,V8 Era,True
304,32,2008-09-28,2008,16.0,15,trulli,7,toyota,V8 Era,True
305,32,2008-09-28,2008,16.0,16,sutil,10,aston_martin,V8 Era,True
306,32,2008-09-28,2008,16.0,17,webber,9,red_bull,V8 Era,True
307,32,2008-09-28,2008,16.0,22,barrichello,11,mercedes,V8 Era,True
308,32,2008-09-28,2008,16.0,12,piquet_jr,4,alpine,V8 Era,True
309,33,2008-10-12,2008,1.0,4,alonso,4,alpine,V8 Era,False
310,33,2008-10-12,2008,2.0,9,kubica,2,sauber,V8 Era,False
311,33,2008-10-12,2008,3.0,8,raikkonen,6,ferrari,V8 Era,False
312,33,2008-10-12,2008,4.0,12,piquet_jr,4,alpine,V8 Era,False
313,33,2008-10-12,2008,5.0,15,trulli,7,toyota,V8 Era,False
314,33,2008-10-12,2008,6.0,20,vettel,5,rb,V8 Era,False
315,33,2008-10-12,2008,7.0,13,massa,6,ferrari,V8 Era,False
316,33,2008-10-12,2008,8.0,17,webber,9,red_bull,V8 Era,False
317,33,2008-10-12,2008,9.0,2,heidfeld,2,sauber,V8 Era,False
318,33,2008-10-12,2008,10.0,7,bourdais,5,rb,V8 Era,False
319,33,2008-10-12,2008,11.0,3,rosberg,3,williams,V8 Era,False
320,33,2008-10-12,2008,12.0,1,hamilton,1,mclaren,V8 Era,False
321,33,2008-10-12,2008,13.0,22,barrichello,11,mercedes,V8 Era,False
322,33,2008-10-12,2008,14.0,18,button,11,mercedes,V8 Era,False
323,33,2008-10-12,2008,15.0,6,nakajima,3,williams,V8 Era,False
324,33,2008-10-12,2008,16.0,21,fisichella,10,aston_martin,V8 Era,False
325,33,2008-10-12,2008,16.0,5,kovalainen,1,mclaren,V8 Era,False
326,33,2008-10-12,2008,16.0,16,sutil,10,aston_martin,V8 Era,False
327,33,2008-10-12,2008,16.0,10,glock,7,toyota,V8 Era,False
328,33,2008-10-12,2008,16.0,14,coulthard,9,red_bull,V8 Era,False
329,34,2008-10-19,2008,1.0,1,hamilton,1,mclaren,V8 Era,False
330,34,2008-10-19,2008,2.0,13,massa,6,ferrari,V8 Era,False
331,34,2008-10-19,2008,3.0,8,raikkonen,6,ferrari,V8 Era,False
332,34,2008-10-19,2008,4.0,4,alonso,4,alpine,V8 Era,False
333,34,2008-10-19,2008,5.0,2,heidfeld,2,sauber,V8 Era,False
334,34,2008-10-19,2008,6.0,9,kubica,2,sauber,V8 Era,False
335,34,2008-10-19,2008,7.0,10,glock,7,toyota,V8 Era,False
336,34,2008-10-19,2008,8.0,12,piquet_jr,4,alpine,V8 Era,False
337,34,2008-10-19,2008,9.0,20,vettel,5,rb,V8 Era,False
338,34,2008-10-19,2008,10.0,14,coulthard,9,red_bull,V8 Era,False
339,34,2008-10-19,2008,11.0,22,barrichello,11,mercedes,V8 Era,False
340,34,2008-10-19,2008,12.0,6,nakajima,3,williams,V8 Era,False
341,34,2008-10-19,2008,13.0,7,bourdais,5,rb,V8 Era,False
342,34,2008-10-19,2008,14.0,17,webber,9,red_bull,V8 Era,False
343,34,2008-10-19,2008,15.0,3,rosberg,3,williams,V8 Era,False
344,34,2008-10-19,2008,16.0,18,button,11,mercedes,V8 Era,False
345,34,2008-10-19,2008,17.0,21,fisichella,10,aston_martin,V8 Era,False
346,34,2008-10-19,2008,18.0,5,kovalainen,1,mclaren,V8 Era,False
347,34,2008-10-19,2008,18.0,16,sutil,10,aston_martin,V8 Era,False
348,34,2008-10-19,2008,18.0,15,trulli,7,toyota,V8 Era,False
349,35,2008-11-02,2008,1.0,13,massa,6,ferrari,V8 Era,False
350,35,2008-11-02,2008,2.0,4,alonso,4,alpine,V8 Era,False
351,35,2008-11-02,2008,3.0,8,raikkonen,6,ferrari,V8 Era,False
352,35,2008-11-02,2008,4.0,20,vettel,5,rb,V8 Era,False
353,35,2008-11-02,2008,5.0,1,hamilton,1,mclaren,V8 Era,False
354,35,2008-11-02,2008,6.0,10,glock,7,toyota,V8 Era,False
355,35,2008-11-02,2008,7.0,5,kovalainen,1,mclaren,V8 Era,False
356,35,2008-11-02,2008,8.0,15,trulli,7,toyota,V8 Era,False
357,35,2008-11-02,2008,9.0,17,webber,9,red_bull,V8 Era,False
358,35,2008-11-02,2008,10.0,2,heidfeld,2,sauber,V8 Era,False
